SalesOrderID,CustomerID,ProductID,OrderDate,Quantity,ShipmentDate,OrderStatus
SO00082,CUST0437,P0598,2024-09-29 15:41:45.360693,94,2024-03-04 15:41:45.380127,In Process
SO00083,CUST0211,P0281,2024-01-13 15:41:45.360696,16,2023-11-16 15:41:45.380129,Cancelled
SO00084,CUST0066,P0229,2024-03-31 15:41:45.360699,39,2023-11-09 15:41:45.380132,Cancelled
SO00085,CUST0110,P0843,2024-09-13 15:41:45.360702,89,2024-05-06 15:41:45.380135,In Process
SO00086,CUST0462,P0010,2023-12-31 15:41:45.360706,91,2024-08-29 15:41:45.380137,In Process
SO00087,CUST0429,P0164,2024-09-17 15:41:45.360711,13,2024-05-17 15:41:45.380140,Cancelled
SO00088,CUST0093,P0206,2023-12-22 15:41:45.360716,39,2024-05-07 15:41:45.380143,Cancelled
SO00089,CUST0133,P0868,2024-05-23 15:41:45.360720,44,2024-09-11 15:41:45.380145,Cancelled
SO00090,CUST0487,P0666,2024-05-17 15:41:45.360725,97,2023-11-20 15:41:45.380148,Shipped
SO00091,CUST0011,P0614,2024-10-01 15:41:45.360729,40,2024-07-18 15:41:45.380151,Cancelled
SO00092,CUST0315,P0854,2024-06-28 15:41:45.360734,74,2024-02-04 15:41:45.380154,Shipped
SO00093,CUST0056,P0670,2024-10-27 15:41:45.360739,41,2024-09-29 15:41:45.380156,In Process
SO00094,CUST0088,P0767,2024-01-31 15:41:45.360745,56,2024-04-13 15:41:45.380160,Cancelled
SO00095,CUST0342,P0015,2024-08-10 15:41:45.360748,66,2024-04-24 15:41:45.380162,Shipped
SO00096,CUST0445,P0365,2024-01-09 15:41:45.360751,86,2024-07-09 15:41:45.380165,Cancelled
SO00097,CUST0201,P0224,2024-07-30 15:41:45.360754,97,2024-03-08 15:41:45.380168,In Process
SO00098,CUST0181,P0347,2024-01-13 15:41:45.360756,14,2023-11-06 15:41:45.380170,In Process
SO00099,CUST0232,P0006,2024-05-08 15:41:45.360759,58,2023-11-18 15:41:45.380173,In Process
SO00100,CUST0243,P0808,2024-06-03 15:41:45.360762,80,2024-08-08 15:41:45.380176,Shipped
SO00101,CUST0445,P0683,2024-10-20 15:41:45.360765,19,2024-01-26 15:41:45.380179,Cancelled
SO00102,CUST0318,P0967,2024-09-28 15:41:45.360768,89,2024-09-20 15:41:45.380182,In Process
SO00103,CUST0470,P0208,2024-01-18 15:41:45.360770,77,2024-06-12 15:41:45.380185,Cancelled
SO00104,CUST0399,P0672,2024-07-22 15:41:45.360775,64,2023-12-20 15:41:45.380190,Cancelled
SO00105,CUST0077,P0973,2024-07-19 15:41:45.360779,14,2024-07-22 15:41:45.380194,In Process
SO00106,CUST0120,P0194,2024-08-28 15:41:45.360784,48,2023-12-03 15:41:45.380198,Shipped
SO00107,CUST0443,P0724,2024-01-25 15:41:45.360789,61,2024-10-16 15:41:45.380203,Cancelled
SO00108,CUST0419,P0928,2023-12-24 15:41:45.360793,34,2024-07-01 15:41:45.380208,Cancelled
SO00109,CUST0160,P0803,2024-09-13 15:41:45.360798,75,2024-08-24 15:41:45.380212,In Process
SO00110,CUST0062,P0740,2024-09-09 15:41:45.360804,89,2024-04-30 15:41:45.380215,Cancelled
SO00111,CUST0060,P0903,2023-11-13 15:41:45.360810,92,2023-11-18 15:41:45.380218,In Process
SO00112,CUST0434,P0354,2024-10-10 15:41:45.360813,13,2024-08-14 15:41:45.380220,Cancelled
SO00113,CUST0416,P0749,2024-09-23 15:41:45.360816,56,2024-06-14 15:41:45.380223,Shipped
SO00114,CUST0390,P0729,2023-12-26 15:41:45.360818,63,2024-06-16 15:41:45.380225,Shipped
SO00115,CUST0116,P0967,2024-10-28 15:41:45.360821,78,2024-03-31 15:41:45.380228,Shipped
SO00116,CUST0406,P0971,2024-05-26 15:41:45.360824,92,2023-11-04 15:41:45.380231,In Process
SO00117,CUST0363,P0156,2024-05-01 15:41:45.360827,35,2024-01-31 15:41:45.380234,In Process
SO00118,CUST0395,P0139,2023-11-06 15:41:45.360830,48,2024-02-11 15:41:45.380236,Cancelled
SO00119,CUST0028,P0423,2024-10-02 15:41:45.360835,14,2024-04-22 15:41:45.380239,Cancelled
SO00120,CUST0184,P0179,2023-11-10 15:41:45.360839,59,2024-07-14 15:41:45.380242,Shipped
SO00121,CUST0498,P0800,2024-02-21 15:41:45.360844,66,2024-07-26 15:41:45.380244,Shipped
SO00122,CUST0005,P0491,2024-02-21 15:41:45.360848,65,2024-04-19 15:41:45.380248,Shipped
SO00123,CUST0373,P0086,2024-04-05 15:41:45.360853,59,2024-07-29 15:41:45.380252,In Process
SO00124,CUST0128,P0599,2024-04-30 15:41:45.360857,42,2024-05-14 15:41:45.380256,Cancelled
SO00125,CUST0293,P0632,2024-02-02 15:41:45.360862,13,2024-03-03 15:41:45.380260,Shipped
SO00126,CUST0159,P0838,2023-11-28 15:41:45.360867,3,2023-12-29 15:41:45.380265,Cancelled
SO00127,CUST0215,P0440,2024-02-28 15:41:45.360884,96,2024-08-30 15:41:45.380270,In Process
SO00128,CUST0092,P0733,2024-04-08 15:41:45.360888,13,2023-12-31 15:41:45.380275,Shipped
SO00129,CUST0418,P0724,2024-02-26 15:41:45.360893,96,2024-09-01 15:41:45.380280,Shipped
SO00130,CUST0307,P0183,2024-04-20 15:41:45.360898,68,2024-08-07 15:41:45.380285,In Process
SO00131,CUST0391,P0130,2024-02-02 15:41:45.360903,75,2024-01-17 15:41:45.380290,Shipped
SO00132,CUST0472,P0475,2023-11-12 15:41:45.360908,74,2024-01-16 15:41:45.380294,In Process
SO00133,CUST0191,P0139,2024-01-07 15:41:45.360914,17,2024-02-19 15:41:45.380300,Cancelled
SO00134,CUST0116,P0654,2024-03-07 15:41:45.360916,7,2024-04-23 15:41:45.380304,In Process
SO00135,CUST0211,P0732,2023-12-22 15:41:45.360919,36,2024-07-17 15:41:45.380308,In Process
SO00136,CUST0356,P0498,2023-12-07 15:41:45.360922,21,2023-11-10 15:41:45.380313,Shipped
SO00137,CUST0418,P0727,2023-12-25 15:41:45.360924,21,2024-09-07 15:41:45.380318,In Process
SO00138,CUST0196,P0338,2023-11-12 15:41:45.360928,5,2024-05-16 15:41:45.380326,Shipped
SO00139,CUST0217,P0380,2024-08-06 15:41:45.360930,74,2024-01-23 15:41:45.380331,Shipped
SO00140,CUST0319,P0339,2024-04-03 15:41:45.360933,25,2024-07-25 15:41:45.380336,In Process
SO00141,CUST0382,P0934,2024-06-25 15:41:45.360936,25,2024-04-03 15:41:45.380340,In Process
SO00142,CUST0202,P0873,2024-03-03 15:41:45.360939,7,2024-03-21 15:41:45.380344,Cancelled
SO00143,CUST0292,P0040,2024-08-22 15:41:45.360941,42,2024-01-05 15:41:45.380348,Cancelled
SO00144,CUST0078,P0378,2023-12-24 15:41:45.360944,4,2023-11-02 15:41:45.380353,Shipped
SO00145,CUST0200,P0962,2024-07-11 15:41:45.360947,69,2024-02-19 15:41:45.380358,Shipped
SO00146,CUST0321,P0429,2024-08-18 15:41:45.360949,82,2024-06-14 15:41:45.380362,Shipped
SO00147,CUST0046,P0106,2024-02-08 15:41:45.360952,42,2024-07-20 15:41:45.380367,In Process
SO00148,CUST0205,P0759,2024-04-10 15:41:45.360955,50,2024-05-18 15:41:45.380372,In Process
SO00149,CUST0016,P0364,2023-12-13 15:41:45.360958,23,2024-04-17 15:41:45.380376,In Process
SO00150,CUST0309,P0036,2024-10-10 15:41:45.360961,65,2024-03-27 15:41:45.380381,In Process
SO00151,CUST0353,P0849,2024-02-17 15:41:45.360964,85,2023-11-05 15:41:45.380386,Cancelled
SO00152,CUST0286,P0313,2023-12-03 15:41:45.360967,63,2024-03-27 15:41:45.380390,In Process
SO00153,CUST0123,P0088,2024-08-13 15:41:45.360970,78,2023-11-27 15:41:45.380394,In Process
SO00154,CUST0492,P0037,2024-09-23 15:41:45.360972,44,2024-03-09 15:41:45.380398,Shipped
SO00155,CUST0190,P0116,2024-08-03 15:41:45.360987,45,2024-01-06 15:41:45.380402,Shipped
SO00156,CUST0289,P0004,2023-12-15 15:41:45.360991,50,2024-02-24 15:41:45.380406,Cancelled
SO00157,CUST0186,P0537,2024-07-17 15:41:45.360996,46,2023-11-22 15:41:45.380410,Shipped
SO00158,CUST0243,P0106,2024-03-04 15:41:45.361001,21,2024-06-30 15:41:45.380414,Shipped
SO00159,CUST0411,P0532,2024-09-22 15:41:45.361005,72,2024-01-04 15:41:45.380418,Shipped
SO00160,CUST0064,P0865,2024-03-21 15:41:45.361009,38,2024-03-23 15:41:45.380422,Shipped
SO00161,CUST0338,P0267,2024-08-15 15:41:45.361014,66,2024-02-09 15:41:45.380426,Cancelled
SO00162,CUST0034,P0786,2023-12-10 15:41:45.361019,88,2024-08-16 15:41:45.380430,Cancelled
SO00163,CUST0264,P0453,2024-08-07 15:41:45.361023,69,2024-05-19 15:41:45.380434,Cancelled
SO00164,CUST0220,P0683,2024-05-07 15:41:45.361028,59,2023-12-29 15:41:45.380439,In Process
SO00165,CUST0094,P0526,2024-09-11 15:41:45.361032,78,2024-01-31 15:41:45.380443,In Process
SO00166,CUST0193,P0862,2024-10-07 15:41:45.361034,4,2024-07-30 15:41:45.380447,Shipped
SO00167,CUST0370,P0003,2024-08-06 15:41:45.361037,1,2023-11-13 15:41:45.380452,Shipped
SO00168,CUST0408,P0351,2023-11-25 15:41:45.361040,32,2024-09-22 15:41:45.380456,Cancelled
SO00169,CUST0158,P0329,2024-08-28 15:41:45.361042,2,2024-07-30 15:41:45.380461,Shipped
SO00170,CUST0101,P0708,2024-09-19 15:41:45.361045,3,2023-11-14 15:41:45.380466,Cancelled
SO00171,CUST0052,P0749,2024-09-05 15:41:45.361048,76,2023-12-17 15:41:45.380470,In Process
SO00172,CUST0196,P0864,2024-10-05 15:41:45.361050,34,2023-12-04 15:41:45.380475,Shipped
SO00173,CUST0443,P0571,2024-05-08 15:41:45.361053,14,2024-08-06 15:41:45.380480,In Process
SO00174,CUST0438,P0987,2024-05-18 15:41:45.361057,81,2024-08-20 15:41:45.380486,In Process
SO00175,CUST0167,P0383,2024-02-19 15:41:45.361060,95,2024-05-09 15:41:45.380490,In Process
SO00176,CUST0347,P0658,2024-04-21 15:41:45.361062,82,2024-01-03 15:41:45.380496,In Process
SO00177,CUST0264,P0313,2023-12-20 15:41:45.361065,46,2024-01-01 15:41:45.380500,Cancelled
SO00178,CUST0066,P0764,2024-10-22 15:41:45.361068,44,2023-11-24 15:41:45.380505,Cancelled
SO00179,CUST0173,P0201,2024-09-21 15:41:45.361071,40,2024-07-09 15:41:45.380509,In Process
SO00180,CUST0471,P0477,2024-06-26 15:41:45.361084,20,2024-06-10 15:41:45.380514,Cancelled
SO00181,CUST0400,P0222,2024-07-16 15:41:45.361088,98,2023-12-27 15:41:45.380518,Shipped
SO00182,CUST0100,P0938,2023-12-29 15:41:45.361093,81,2024-03-03 15:41:45.380523,Shipped
SO00183,CUST0204,P0852,2024-04-07 15:41:45.361099,86,2024-10-31 15:41:45.380527,Shipped
SO00184,CUST0229,P0023,2024-05-30 15:41:45.361102,2,2024-05-28 15:41:45.380532,Shipped
SO00185,CUST0043,P0056,2024-05-20 15:41:45.361105,92,2024-01-30 15:41:45.380536,In Process
SO00186,CUST0171,P0931,2024-07-11 15:41:45.361107,44,2024-06-16 15:41:45.380541,Shipped
SO00187,CUST0016,P0637,2024-06-27 15:41:45.361110,5,2024-02-21 15:41:45.380545,In Process
SO00188,CUST0297,P0347,2024-01-18 15:41:45.361113,8,2024-08-16 15:41:45.380550,In Process
SO00189,CUST0233,P0586,2024-01-07 15:41:45.361118,73,2024-01-21 15:41:45.380554,Shipped
SO00190,CUST0193,P0253,2024-03-06 15:41:45.361123,62,2023-12-13 15:41:45.380559,In Process
SO00191,CUST0333,P0660,2024-07-12 15:41:45.361127,91,2024-10-25 15:41:45.380563,Shipped
SO00192,CUST0094,P0804,2024-01-03 15:41:45.361132,7,2023-11-11 15:41:45.380568,Cancelled
SO00193,CUST0119,P0183,2024-03-02 15:41:45.361137,32,2023-11-23 15:41:45.380572,Cancelled
SO00194,CUST0397,P0122,2024-03-01 15:41:45.361142,74,2024-09-18 15:41:45.380577,In Process
SO00195,CUST0188,P0501,2024-01-06 15:41:45.361147,88,2024-10-04 15:41:45.380581,In Process
SO00196,CUST0001,P0675,2024-02-09 15:41:45.361151,74,2024-01-19 15:41:45.380585,Shipped
SO00197,CUST0331,P0895,2024-02-19 15:41:45.361154,35,2024-10-08 15:41:45.380590,Shipped
SO00198,CUST0109,P0014,2024-09-12 15:41:45.361156,34,2024-05-18 15:41:45.380596,In Process
SO00199,CUST0126,P0635,2024-03-18 15:41:45.361159,34,2024-06-22 15:41:45.380599,In Process
SO00200,CUST0317,P0903,2024-06-18 15:41:45.361161,90,2024-01-03 15:41:45.380601,In Process
SO00201,CUST0215,P0960,2024-08-27 15:41:45.361164,48,2024-04-05 15:41:45.380604,Shipped
SO00202,CUST0405,P0066,2024-01-10 15:41:45.361169,90,2023-12-16 15:41:45.380608,Shipped
SO00203,CUST0433,P0460,2024-01-21 15:41:45.361173,5,2024-08-25 15:41:45.380612,In Process
SO00204,CUST0371,P0321,2024-09-07 15:41:45.361178,94,2024-01-25 15:41:45.380617,Shipped
SO00205,CUST0453,P0070,2024-07-06 15:41:45.361183,99,2024-08-22 15:41:45.380621,Cancelled
SO00206,CUST0296,P0367,2024-06-02 15:41:45.361188,49,2024-06-23 15:41:45.380626,Cancelled
SO00207,CUST0107,P0022,2024-02-13 15:41:45.361192,4,2024-10-02 15:41:45.380631,In Process
SO00208,CUST0404,P0549,2024-02-20 15:41:45.361197,55,2024-08-04 15:41:45.380634,In Process
SO00209,CUST0345,P0527,2024-02-27 15:41:45.361202,2,2024-03-16 15:41:45.380637,Cancelled
SO00210,CUST0079,P0966,2024-05-23 15:41:45.361206,42,2024-08-06 15:41:45.380640,Shipped
SO00211,CUST0095,P0147,2024-06-10 15:41:45.361210,58,2024-06-04 15:41:45.380642,Shipped
SO00212,CUST0118,P0033,2024-09-06 15:41:45.361215,44,2024-05-13 15:41:45.380645,Cancelled
SO00213,CUST0239,P0656,2024-09-18 15:41:45.361219,74,2024-03-12 15:41:45.380648,Cancelled
SO00214,CUST0256,P0543,2024-07-13 15:41:45.361224,72,2023-12-04 15:41:45.380650,Cancelled
SO00215,CUST0013,P0468,2024-09-30 15:41:45.361229,1,2024-07-05 15:41:45.380653,Cancelled
SO00216,CUST0346,P0998,2024-10-15 15:41:45.361234,15,2024-04-25 15:41:45.380656,In Process
SO00217,CUST0125,P0738,2024-04-03 15:41:45.361239,78,2024-02-29 15:41:45.380658,Shipped
SO00218,CUST0078,P0157,2024-06-19 15:41:45.361244,18,2024-02-12 15:41:45.380661,Cancelled
SO00219,CUST0310,P0131,2024-05-22 15:41:45.361246,36,2024-04-25 15:41:45.380664,Cancelled
SO00220,CUST0367,P0440,2024-02-02 15:41:45.361249,15,2024-08-27 15:41:45.380666,Cancelled
SO00221,CUST0154,P0624,2024-01-16 15:41:45.361252,21,2024-03-06 15:41:45.380669,In Process
SO00222,CUST0430,P0887,2024-03-26 15:41:45.361255,78,2024-07-03 15:41:45.380672,In Process
SO00223,CUST0329,P0483,2024-05-03 15:41:45.361258,69,2024-03-09 15:41:45.380674,Cancelled
SO00224,CUST0380,P0598,2024-09-30 15:41:45.361260,68,2024-06-06 15:41:45.380677,In Process
SO00225,CUST0292,P0089,2024-08-07 15:41:45.361263,92,2024-05-01 15:41:45.380679,Cancelled
SO00226,CUST0133,P0689,2023-12-23 15:41:45.361266,96,2024-08-11 15:41:45.380682,Shipped
SO00227,CUST0156,P0088,2024-08-08 15:41:45.361268,61,2024-03-08 15:41:45.380685,In Process
SO00228,CUST0281,P0059,2024-04-20 15:41:45.361271,58,2024-03-17 15:41:45.380687,Cancelled
SO00229,CUST0087,P0364,2024-08-08 15:41:45.361274,78,2024-03-11 15:41:45.380690,In Process
SO00230,CUST0156,P0785,2024-10-18 15:41:45.361276,97,2024-08-02 15:41:45.380693,Shipped
SO00231,CUST0329,P0430,2023-11-19 15:41:45.361279,8,2024-04-09 15:41:45.380696,Cancelled
SO00232,CUST0132,P0621,2024-06-26 15:41:45.361282,66,2024-07-31 15:41:45.380698,In Process
SO00233,CUST0482,P0426,2024-07-07 15:41:45.361285,46,2024-10-22 15:41:45.380701,In Process
SO00234,CUST0355,P0801,2024-03-06 15:41:45.361289,40,2024-05-05 15:41:45.380704,Shipped
SO00235,CUST0438,P0177,2024-09-11 15:41:45.361293,61,2024-04-11 15:41:45.380707,In Process
SO00236,CUST0255,P0178,2024-04-03 15:41:45.361297,6,2024-08-24 15:41:45.380710,Cancelled
SO00237,CUST0208,P0502,2024-01-03 15:41:45.361303,25,2024-09-29 15:41:45.380712,Cancelled
SO00238,CUST0138,P0357,2023-12-05 15:41:45.361307,96,2024-08-26 15:41:45.380717,Shipped
SO00239,CUST0059,P0475,2024-01-19 15:41:45.361312,44,2024-06-23 15:41:45.380721,In Process
SO00240,CUST0208,P0706,2024-10-03 15:41:45.361316,25,2023-12-07 15:41:45.380726,Cancelled
SO00241,CUST0004,P0359,2024-02-29 15:41:45.361321,66,2024-04-27 15:41:45.380730,Cancelled
SO00242,CUST0490,P0248,2024-04-20 15:41:45.361326,83,2024-06-13 15:41:45.380734,In Process
SO00243,CUST0434,P0660,2024-07-29 15:41:45.361331,94,2024-07-05 15:41:45.380738,In Process
SO00244,CUST0207,P0635,2024-05-06 15:41:45.361335,77,2023-11-23 15:41:45.380744,In Process
SO00245,CUST0241,P0026,2024-01-13 15:41:45.361340,34,2024-02-23 15:41:45.380748,Cancelled
SO00246,CUST0192,P0576,2024-10-03 15:41:45.361345,82,2024-02-08 15:41:45.380752,Shipped
SO00247,CUST0174,P0673,2024-08-07 15:41:45.361349,12,2023-12-26 15:41:45.380757,In Process
SO00248,CUST0440,P0159,2024-09-12 15:41:45.361353,46,2024-10-08 15:41:45.380762,Shipped
SO00249,CUST0088,P0057,2024-09-08 15:41:45.361356,94,2024-02-05 15:41:45.380766,Cancelled
SO00250,CUST0093,P0019,2024-06-25 15:41:45.361359,54,2024-07-17 15:41:45.380770,In Process
SO00251,CUST0193,P0892,2024-09-12 15:41:45.361362,7,2024-08-29 15:41:45.380775,Shipped
SO00252,CUST0370,P0413,2024-02-16 15:41:45.361364,17,2024-05-13 15:41:45.380780,In Process
SO00253,CUST0145,P0215,2024-01-11 15:41:45.361367,57,2023-11-30 15:41:45.380784,In Process
SO00254,CUST0032,P0652,2024-01-06 15:41:45.361370,48,2024-09-01 15:41:45.380789,In Process
SO00255,CUST0450,P0064,2024-01-14 15:41:45.361372,12,2024-02-06 15:41:45.380793,Cancelled
SO00256,CUST0343,P0101,2024-08-07 15:41:45.361375,17,2024-10-22 15:41:45.380799,Shipped
SO00257,CUST0346,P0513,2024-06-11 15:41:45.361378,5,2023-11-27 15:41:45.380803,In Process
